animal_id,weight,age,more_info,bio,image_file,image_public_url,record_hash,created_at,updated_at,last_scrape_run_id,raw_data_jsonb,shelter_profile_url,shelter_name,shelter_image_url,city,state,shelter_id,bio_length,name,gender
PACC-A879101,null,The shelter staff think I am about 2 years and 10 months old.,"I have been at the shelter since Jan 21, 2026.
Titan came from a hoarding situation with nearly 100 dogs and was part of the first group to be helped by PACC’s Animal Restoration Kennel facility (ARK). ARK was created for the explicit purpose of addressing hoarding conditions at sites scattered throughout the county, allowing the animals in these situations to get the physical care and socialization that they need. The dogs in this case range in age and size and even include mamas with babies- all are sweet, deserving dogs who dream of a loving home and a chance at a healthy, happy life. These dogs each have a unique personality- some are already vibrant and brave, while others need more TLC and help to build confidence, but all have love to share with their future family.
Titan has been working incredibly hard to overcome his past with the help of his dedicated volunteer friends- here’s what some of them have said:
“Titan is making good progress. I was able to coax him out of the kennel and he walked slowly to the yard. Once there he warmed up and allowed petting as I sat on the ground beside him. With patience this adorable boy will be a wonderful companion.”
“I worked with Titan this morning. He leashed easily and walked pretty well, though with some circling to start. We walked around the big lake with two sitdowns. He is ok with touch and at the second sitdown was able to accept reassurance and remain calm when people walked by. Good walk back and easy unleash”
“Titan is such a sweet dog. He needs someone patient who can allow him time to decompress. Normally, I opt for a yard so he can enjoy some time with his kennel mate. Today, I opted for a walk. Titan was nervous because the lake was crowded with people. He clung to me bravely while walking. When I sat down, he approached and nestled into me for snuggles. He just needed reassurance and comfort from someone he’s familiar with. He even took treats. Very proud of Titan!”
Titan shares his kennel with another PACC pup and has been social and easygoing when meeting other dogs in playgroup. He would likely benefit from a confident furry friend in his future home. Ask to meet Titan today!!","My name is Titan*.
I am a neutered male, black and white Labrador Retriever mix.",animals/PACC-A879101.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A879101.jpg,aea7d93e65d2cbf5bf093a3ee7fb2a6c596d9ce80e516be8ec235a9b05c6a628,2026-04-30 06:01:10.699549+00,2026-06-15 16:05:20.149745+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA2/A879101,Pima Animal Care Center,https://24Petconnect.com/image/697338001,Tucson,AZ,PACC,80,Titan,Neutered Male
PACC-A902215,I weigh approximately 29.60 lbs.,The shelter staff think I am about 2 years old.,"I have been at the shelter since Jun 02, 2026 and ready for adoption!
I am in Kennel D093.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Archivald*.
I am a male, black and white Pug mix.",animals/PACC-A902215.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902215.jpg,62419104af99f984049e8fbe0681b797be330c134de91ca2b33a7057ca2dc33d,2026-06-14 08:05:54.321026+00,2026-06-15 17:06:09.099344+00,1708,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902215,Pima Animal Care Center,https://24Petconnect.com/image/697848168,Tucson,AZ,PACC,60,Archivald,Unaltered Male
PACC-A897501,I weigh approximately 52.50 lbs.,The shelter staff think I am about 2 years and 2 months old.,"I have been at the shelter since Apr 11, 2026 and am ready to go home today!
I am in Kennel D151.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Zeus.
I am a neutered male, gray and white Pit Bull Terrier.

People come to the shelter looking for all types of dogs. Some are looking for a high energy dog to go for hikes and runs with them, while others are looking for a snuggly BFF to cuddle all day long. If you’re looking for the latter, sweetest boy Zeus would love to come home as your new cuddle buddy!
Zeus was surrendered to the shelter when his former people were unable to care for him. They told us that he well with children and other dogs and was crate-trained in his former home. Here’s what some of his friends at the shelter have said:
“Zeus is a sweet little teddy bear!! He loves to be loved and will rest his head on you and look into your eyes while you give him a hug. He walks nicely on leash and is just a sweet, gentle boy with a waggy tail and a loving personality. He gives kisses and is the absolute sweetest!!”
“I took Zeus to a yard today. What a lover! He snuggled up to me and looked at me adoringly with those big brown eyes. He just wanted so badly to be loved.”
“Zeus did great on our walk! He’s such a friendly boy and loved cuddling up to me. He was easy to handle.”
Zeus shares his kennel with another PACC pup and has been social and playful when meeting other dogs in playgroup.  He’d like to meet any resident pups before heading home to ensure a good fit.  If you’re looking for a pup who will equally enjoy leisurely walks and couch snuggles, look no further than Zeus!",animals/PACC-A897501.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A897501.jpg,57d04a5510f96256953d4d28181e72b05fe31b8cee4ff65f845ce9e576ff2b21,2026-06-15 08:05:33.111021+00,2026-06-15 18:05:19.447243+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A897501,Pima Animal Care Center,https://24Petconnect.com/image/697973044,Tucson,AZ,PACC,1477,Zeus,Neutered Male
PACC-A902106,I weigh approximately 13.40 lbs.,The shelter staff think I am about 15 weeks old.,"I have been at the shelter since Jun 13, 2026 and ready for adoption!
I am in Kennel D090B.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Battitude*.
I am a male, white and black Australian Cattle Dog mix.",animals/PACC-A902106.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902106.jpg,e7eb537c6c6319070284a9917ab6dadc278c703c30baa58b0e5d158b03088975,2026-06-15 08:05:47.314107+00,2026-06-15 18:05:35.344799+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902106,Pima Animal Care Center,https://24Petconnect.com/image/698086525,Tucson,AZ,PACC,78,Battitude,Unaltered Male
WWLA-66219268db48ea4cee511ea2,71 lbs,3 years old,null,"Meet Duke! Breed: Mixed Breed Age: 3 years old Gender: Male Weight: 71 lbs This 3-year-old, 71-lb mixed breed guy is as loyal and loving as they come. Duke was surrendered to us as a puppy, and it’s been a joy to watch him grow into the sweet, spirited dog he is today. With the structure and care provided by his incredible long-term foster, Duke has truly thrived, and after being in our care for over two years, he is more than ready to be settled in a loving forever home. He is the sweetest, mellowest boy who is easy to fall in love with! This gentle, well-behaved guy prefers to spend his day lounging and soaking up lots of attention from his people, preferably snuggled up as close as possible on the couch. He can be hesitant when meeting new friends, but with a proper introduction, he warms up quickly. Duke gets along well with other dogs and enjoys having canine playdates, though he’d prefer to be the only pet in his home so he can soak up all the love. This smart boy is treat-motivated, eager to please, and walks beautifully on a leash. He’s fully potty-trained, crate-trained, and has completed a training program with Whittier Dog Club, where he worked on his foundations and learned to feel more confident and settled. Duke will thrive with a savvy large-breed adopter who can provide the structure and consistent routine that helps him feel safe, as he is happiest when his world is kept predictable. In return, you’ll have an affectionate, loyal companion who’ll bring endless joy and love into your life. If you’re looking for a devoted pup with a huge heart, Duke might be your perfect match. Apply to Adopt",animals/WWLA-66219268db48ea4cee511ea2.webp,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/WWLA-66219268db48ea4cee511ea2.webp,90df07d4b2198740a70ec010a9c8340d566daa1a92346a607fe6cf29f0eccf1d,2026-06-09 07:07:47.117123+00,2026-06-15 20:02:12.690936+00,null,"{""id"":""66219268db48ea4cee511ea2"",""tags"":[],""price"":{""value"":""0.00"",""currency"":""USD""},""title"":""Duke"",""images"":[{""title"":""ACS_1369.jpg"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/b4f8f11d-8f44-4598-bf8a-b8898dde3244/ACS_1369.jpg"",""originalSize"":""3024x4032"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/1721161882078-DUBCSA5QAS1AW7G7YG21/ACS_1631.JPG"",""originalSize"":""1536x2048"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/9e063cbb-a964-4378-a67e-4ea1ba9f2766/ACS_3008.JPG"",""originalSize"":""1536x2048"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":""ACS_0476(1).jpg"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/b1f0458d-9f80-404a-b651-afc84bad3984/ACS_0476%281%29.jpg"",""originalSize"":""2707x3850"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":""ACS_0779.JPG"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/19a656e1-b68b-419f-a364-fe3e4b0bcb90/ACS_0779.JPG"",""originalSize"":""3024x4032"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":""IMG_9005.PNG"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/95fdcaa5-1e1a-4e94-ba83-360f004970ba/IMG_9005.PNG"",""originalSize"":""1125x1471"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/77404ada-0d2b-40c1-8c69-d8cef244d2fb/ACS_5346+2.JPG"",""originalSize"":""4284x5712"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":""IMG_9084.jpg"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/7285a772-31fb-4444-be91-0fcb8706e8cc/IMG_9084.jpg"",""originalSize"":""2500x3333"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":""IMG_3574.jpeg"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/8320fb34-c8bb-4438-94cc-e3a320f0bb14/IMG_3574.jpeg"",""originalSize"":""6048x8064"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/ef3dfb09-a329-437f-89d1-5c1cb365a829/ACS_5345+2.JPG"",""originalSize"":""4284x5712"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/58962158-5a62-4edb-a207-0bed3e48d132/Screen+Shot+2025-05-18+at+10.37.15+PM.png"",""originalSize"":""766x972"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/f7be96a7-0953-45f2-9035-e03f158eb6b6/ACS_3268.jpg"",""originalSize"":""1536x2048"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/1718735868416-IIHQ63IXB44US9CUOWNA/ACS_1161.jpg"",""originalSize"":""1536x2048"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/3e2ac28a-e153-41cc-bb78-6099df4d213f/Screen+Shot+2025-05-18+at+10.37.06+PM.png"",""originalSize"":""752x990"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/bf5ae059-fa81-40e5-945b-060eba026122/ACS_5335+2.JPG"",""originalSize"":""4284x5712"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/68ecab0c-f6b1-4f75-95bf-3f285e28df8c/ACS_2993.jpg"",""originalSize"":""1047x1396"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},{""title"":"""",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/3ea8e39c-01c7-475b-81f9-bb4313b0a9bc/Screen+Shot+2025-05-18+at+10.36.56+PM.png"",""originalSize"":""776x954"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}}],""onSale"":false,""scarce"":true,""fullUrl"":""/available-dogs-la/p/duke"",""soldOut"":false,""urlSlug"":""duke"",""variants"":[{""id"":""c72380e3-618f-46b6-aad9-f44b7f4c7e0a"",""sku"":""SQ0506076"",""price"":{""value"":""0.00"",""currency"":""USD""},""scarce"":true,""soldOut"":false,""unlimited"":false,""attributes"":{},""qtyInStock"":1}],""mainImage"":{""title"":""Duke"",""assetUrl"":""https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/b4f8f11d-8f44-4598-bf8a-b8898dde3244/ACS_1369.jpg"",""originalSize"":""3024x4032"",""mediaFocalPoint"":{""x"":0.5,""y"":0.5,""source"":3}},""published"":true,""qtyInStock"":1,""description"":""<p style=\""white-space:pre-wrap;\"" data-rte-preserve-empty=\""true\"">Meet Duke! </p><p style=\""white-space:pre-wrap;\"" data-rte-preserve-empty=\""true\""><span>Breed: Mixed Breed</span><br /><span>Age: 3 years old</span><br /><span>Gender: Male</span><br /><span>Weight: 71 lbs</span></p><p style=\""white-space:pre-wrap;\"" data-rte-preserve-empty=\""true\"">This 3-year-old, 71-lb mixed breed guy is as loyal and loving as they come. Duke was surrendered to us as a puppy, and it’s been a joy to watch him grow into the sweet, spirited dog he is today. With the structure and care provided by his incredible long-term foster, Duke has truly thrived, and after being in our care for over two years, he is more than ready to be settled in a loving forever home. He is the sweetest, mellowest boy who is easy to fall in love with! This gentle, well-behaved guy prefers to spend his day lounging and soaking up lots of attention from his people, preferably snuggled up as close as possible on the couch. He can be hesitant when meeting new friends, but with a proper introduction, he warms up quickly. Duke gets along well with other dogs and enjoys having canine playdates, though he’d prefer to be the only pet in his home so he can soak up all the love. This smart boy is treat-motivated, eager to please, and walks beautifully on a leash. He’s fully potty-trained, crate-trained, and has completed a training program with Whittier Dog Club, where he worked on his foundations and learned to feel more confident and settled. Duke will thrive with a savvy large-breed adopter who can provide the structure and consistent routine that helps him feel safe, as he is happiest when his world is kept predictable. In return, you’ll have an affectionate, loyal companion who’ll bring endless joy and love into your life. If you’re looking for a devoted pup with a huge heart, Duke might be your perfect match.</p><p style=\""white-space:pre-wrap;\"" data-rte-preserve-empty=\""true\""><a target=\""_blank\"" href=\""https://www.wagsandwalks.org/la-adoption-application\"" rel=\""noopener\"">Apply to Adopt</a></p>"",""productType"":3,""firstInStockVariant"":{""id"":""c72380e3-618f-46b6-aad9-f44b7f4c7e0a"",""sku"":""SQ0506076"",""price"":{""value"":""0.00"",""currency"":""USD""},""scarce"":true,""soldOut"":false,""unlimited"":false,""attributes"":{},""qtyInStock"":1},""mightHavePaymentPlan"":false,""allowMultiplePurchase"":false,""userDefinedVariantOptions"":[]}",https://www.wagsandwalks.org/available-dogs-la/p/duke,Wags & Walks LA,https://images.squarespace-cdn.com/content/v1/5f0e64fa1e037519173207cc/b4f8f11d-8f44-4598-bf8a-b8898dde3244/ACS_1369.jpg,Los Angeles,CA,WWLA,1633,Duke,Male
PACC-A901247,I weigh approximately 5.38 lbs.,The shelter staff think I am about 9 weeks old.,"I have been at the shelter since Jun 05, 2026 and am ready to go home today!
I am in Kennel DOGISO 53.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Starburst*.
I am a spayed female, tricolor Carolina Dog and German Shepherd Dog.",animals/PACC-A901247.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A901247.jpg,c5774e2b853ab19e4fc1989a5d8e60ef58f9c6a6400bbff6dd03837bd0b2586e,2026-06-06 09:06:57.573319+00,2026-06-15 16:06:00.727368+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A901247,Pima Animal Care Center,https://24Petconnect.com/image/697578910,Tucson,AZ,PACC,91,Starburst,Spayed Female
PACC-A898666,I weigh approximately 54.50 lbs.,The shelter staff think I am about 2 years and 2 months old.,"I have been at the shelter since Apr 27, 2026 and am ready to go home today!
I am in Kennel DOGISO 44.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Benny*.
I am a neutered male, black Pit Bull Terrier mix.",animals/PACC-A898666.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A898666.jpg,92ff692d586db0df9d6bcc035b691fe93f74dc908bf8673819c7fc262501667c,2026-06-15 08:05:37.896944+00,2026-06-15 18:05:24.541076+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A898666,Pima Animal Care Center,https://24Petconnect.com/image/698059709,Tucson,AZ,PACC,68,Benny,Neutered Male
PACC-A900592,I weigh approximately 3.00 lbs.,The shelter staff think I am about 4 years old.,"I have been at the shelter since May 17, 2026 and am ready to go home today!
I am in Kennel D006.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Mamas.
I am a spayed female, white and gray Pit Bull Terrier mix.",animals/PACC-A900592.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A900592.jpg,d3c28dd2aa8c43e59f3e5f952a45642c5874dfea22d46afb9e3c305fa16ecbcf,2026-05-20 08:02:08.895906+00,2026-06-15 21:07:31.617602+00,1726,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A900592,Pima Animal Care Center,https://24Petconnect.com/image/697233519,Tucson,AZ,PACC,76,Mamas,Spayed Female
PACC-A902107,I weigh approximately 12.00 lbs.,The shelter staff think I am about 15 weeks old.,"I have been at the shelter since Jun 13, 2026 and ready for adoption!
I am in Kennel D090B.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Drollette*.
I am a female, black and tricolor Australian Cattle Dog.",animals/PACC-A902107.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902107.jpg,826564087f6ccaa7afb728f82be56321495974b5f8e8f13ebedd3beac9d81d82,2026-06-15 08:05:51.945409+00,2026-06-15 18:05:40.366688+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902107,Pima Animal Care Center,https://24Petconnect.com/image/698086526,Tucson,AZ,PACC,79,Drollette,Unaltered Female
PACC-A902656,I weigh approximately 40.00 lbs.,The shelter staff think I am about 2 years old.,"I have been at the shelter since Jun 10, 2026 and ready for adoption!
I am in Kennel D032.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Caroline*.
I am a female, black Labrador Retriever mix.",animals/PACC-A902656.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902656.jpg,3f1b1cb9523f107d53cc98abfb6aa64296f64b080c9bb925d70e5ad70c7708a7,2026-06-15 08:06:06.070223+00,2026-06-15 18:05:55.41427+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902656,Pima Animal Care Center,https://24Petconnect.com/image/697996325,Tucson,AZ,PACC,66,Caroline,Unaltered Female
NYCACC-246625,46 lbs,1 Year,,"Name: Mercy | Native ID: 246625 | Species: Dog | Gender: Female | Location: In Foster | Room: Q - In Foster | Intake Date: 2026-02-24 | Days in Care: 111 | ACC Feed Updated: 2026-06-15T14:30:49.951578Z | Photo Count: 11 | Bio/Summary: Since I'm a long stay pup, my adoption fee has been reduced! Visit me today to find out my favorite treats and how you can take me home! My foster writes: Mercy is a spunky and loving dog that will melt your heart the minute she enters your home. She loves cuddles, belly scratches, and when you call her with kissing sounds. Be ready to have your heart stolen with this precious girl. Mercy has a lot of energy, that stems from her being home alone while I'm at work, so she needs to go on several walks through out the day. If you can squeeze a long walk than even better! At home she takes long naps, plays with her toys, or goes back and forth with the puzzles I leave her. She's a sucker for Greek yogurt and peanut butter, so make sure to have extra jars on hand! She's indifferent to cars and bikes, which is great when going on walks, but can get excited when spotting another dog and/or bird. Mercy is a curious pup, so make sure you have a good grip on her leash or your walk will turn into a spontaneous run. She loves to sniff around and occasionally will sit and enjoy the view while on walks. What my friends at ACC say about me: I'm ready to learn! I need a patient person who has the time to work on training with me. I love getting pets and - you guessed it - snuggles! I am excitable and energetic! I will need positive outlets for my energy! I don't always like to share my food, toys or bedding with other animals. I would do best in a home with only adult humans. Not only do I pull at heart strings, but I also pull on leash! I will need someone to help me with my leash manners.",animals/NYCACC-246625.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/NYCACC-246625.jpg,60cec3052c5b8210d4c77e514ed563aad36c668fb7a96294bcdb64a6d3a68129,2026-06-05 22:06:39.479791+00,2026-06-15 14:48:57.703861+00,1700,null,https://nycacc.app/#/browse/246625,Animal Care Centers of NYC,https://nycacc.shelterbuddy.com/storage/image/69d85acccedf427d9ef5bbae41dd8f71-1770041966-1770042001-jpg/512---n,NYC,NY,NYCACC,1836,Mercy,Female
HSSA-48152684,61Lbs,"2 Years Old, Adult",,"Phineas is a happy-go-lucky boy with a heart full of love and a tail that never seems to stop wagging! He’s always ready for an adventure, whether that’s a walk around the neighborhood or curling up beside his favorite people for cuddle time. This handsome pup brings goofy charm and sweet energy everywhere he goes. Phineas is ready to be someone’s loyal best friend for life!",animals/HSSA-48152684.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/HSSA-48152684.jpg,44c37d7b0136ea8864a8729774812a3a0889c2731d50da2279cc8771d546ff39,2026-06-04 13:57:05.697093+00,2026-06-15 14:50:45.456822+00,1701,null,https://www.adoptapet.com/pet/48152684,Humane Society of Southern Arizona,"https://media.adoptapet.com/image/upload/d_Fallback-Photo_Dog-v3.png/c_fit,h_523,dpr_2/f_auto,q_auto/1308494456",Tucson,AZ,HSSA,377,Phineas,Male
PACC-A899178,null,The shelter staff think I am about 3 years old.,"I have been at the shelter since May 01, 2026.","My name is Chiquita.
I am a spayed female, blue and white Pit Bull Terrier.",animals/PACC-A899178.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A899178.jpg,7e7caf4a1e0749a4f4035c0f8123fa424cbb46f12afc19501e6d8a906f6ff2c5,2026-06-13 08:48:20.937009+00,2026-06-15 15:07:46.182142+00,1702,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA2/A899178,Pima Animal Care Center,https://24Petconnect.com/image/697581285,Tucson,AZ,PACC,75,Chiquita,Spayed Female
PACC-A895439,null,The shelter staff think I am about 2 years and 9 months old.,"I have been at the shelter since Mar 16, 2026.
If you love a good glow up, Chase is ready to deliver!  He has a bit of hair loss but is looking better every day and will soon be the most gorgeous boy ever!  And, in addition to a physical makeover, Chase has also been working on a different kind of transformation.  While he arrived at the shelter a bit scared and overwhelmed, that’s all in the past- this little love bug is as wiggly, friendly and silly as they come!  Here’s what one volunteer said:
“Chase is my favorite little werewolf!  He came to PACC a little patchy, but he’ll look great in no time with some healthy food and a better environment.  This boy is SO incredibly sweet and affectionate- he loves to snuggle and give kisses, is super friendly, and is completely hard to resist.  I love him!!”
Chase shares his kennel with another PACC pup and has been social and tolerant when meeting other dogs in playgroup.  Come see Chase’s total makeover for yourself!!","My name is Chase.
I am a neutered male, brown and black German Shepherd Dog.",animals/PACC-A895439.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A895439.jpg,3d900e6d669b76a95380d248501d957f9745921f7c4148dbfb41915605de1dfb,2026-04-30 09:01:05.567805+00,2026-06-15 16:05:35.422337+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA2/A895439,Pima Animal Care Center,https://24Petconnect.com/image/697338003,Tucson,AZ,PACC,76,Chase,Neutered Male
PACC-A896343,I weigh approximately 32.20 lbs.,The shelter staff think I am about 2 years and 9 months old.,"I have been at the shelter since May 31, 2026 and ready for adoption!
I am in Kennel D051.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Carla.
I am a female, tan and fawn Black Mouth Cur mix.",animals/PACC-A896343.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A896343.jpg,294331a281e69696814df20546c258f317ff07807b2d12a2c84222f8bdbe5e1b,2026-06-07 08:07:06.18175+00,2026-06-15 16:05:50.417606+00,1705,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A896343,Pima Animal Care Center,https://24Petconnect.com/image/697062156,Tucson,AZ,PACC,66,Carla,Unaltered Female
PACC-A902274,I weigh approximately 54.80 lbs.,The shelter staff think I am about 6 years old.,"I have been at the shelter since Jun 03, 2026 and am ready to go home today!
I am in Kennel RETAIL 01.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Rooster Aka King.
I am a neutered male, tan German Shepherd Dog mix.",animals/PACC-A902274.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A902274.jpg,a50db8a6a9daf3ce5ab2c69e9038e34d2392ddfd77fa2e2eb38622bc1182982c,2026-06-15 08:05:56.645464+00,2026-06-15 18:05:45.091135+00,1711,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A902274,Pima Animal Care Center,https://24Petconnect.com/image/697965076,Tucson,AZ,PACC,79,Rooster Aka King,Neutered Male
PACC-A901060,I weigh approximately 39.20 lbs.,The shelter staff think I am about 1 year and 1 month old.,"I have been at the shelter since May 30, 2026 and ready for adoption!
I am in Kennel D113.
If you are interested in adopting this pet, visit us during
regular business hours
. 
	Please email
pacc.adopt@pima.gov
for any questions regarding the adoption process.
If you believe this is your lost pet, come down during regular business hours to reclaim or email
pacclostandfound@pima.gov
with any questions.","My name is Fudge*.
I am a female, black Pit Bull Terrier.",animals/PACC-A901060.jpg,https://yiqiotjoyiedrwznmhgh.supabase.co/storage/v1/object/public/animal-images/animals/PACC-A901060.jpg,d026a98ad64b059bac0c4f4877b761274090aeefd6f20c1fe6be76279da506df,2026-06-13 08:09:07.680571+00,2026-06-15 14:07:19.292712+00,1693,null,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A901060,Pima Animal Care Center,https://24Petconnect.com/image/697757726,Tucson,AZ,PACC,57,Fudge,Unaltered Female
